Date,Shift,Batch ID,Plating Type,Component Type,Machine ID,Bath Temperature (°C),pH Level,Plating Time (min),Thickness (μm),Adhesion Strength (MPa),Phosphorus Content (%),Surface Roughness (Ra μm),Visual Inspection,Corrosion Test,Operator ID,Pass/Fail
2025-07-09,Shift 1,ELP1909,Electroless Nickel,Gear Housing,Tank B,91.7,5.05,69.0,20.96,14.3,6.21,1.11,Pass,Pass,TECH580,Fail
2025-07-09,Shift 1,ELP8052,Electroless Nickel,Gear Housing,Tank C,85.8,4.85,76.3,14.71,17.9,10.12,0.64,Pitting,Fail,TECH884,Pass
2025-07-09,Shift 1,ELP8276,Electroless Copper,Connector Pins,Tank A,68.9,5.27,36.9,11.92,15.2,,1.08,Blister,Pass,TECH508,Fail
2025-07-09,Shift 2,ELP8081,Electroless Nickel,Connector Pins,Tank B,86.7,5.42,79.6,14.22,19.2,7.82,0.87,Blister,Pass,TECH383,Pass
2025-07-09,Shift 2,ELP3034,Electroless Nickel,PCB Panel,Tank A,92.6,5.13,70.9,22.33,18.4,9.28,0.91,Pitting,Fail,TECH789,Pass
2025-07-09,Shift 2,ELP5423,Electroless Nickel,Valve Body,Tank C,87.1,5.2,69.0,13.5,18.5,6.2,0.29,Pitting,Pass,TECH604,Pass
2025-07-10,Shift 1,ELP2415,Electroless Nickel,Connector Pins,Tank A,88.3,4.99,61.0,10.4,24.4,10.05,0.49,Dull Finish,Pass,TECH355,Fail
2025-07-10,Shift 1,ELP9433,Electroless Copper,Valve Body,Tank B,60.7,5.24,46.0,21.66,11.6,,0.5,Blister,Fail,TECH133,Fail
2025-07-10,Shift 1,ELP6383,Electroless Nickel,Connector Pins,Tank A,92.9,4.97,74.0,10.56,12.9,10.87,0.54,Blister,Pass,TECH648,Fail
2025-07-10,Shift 2,ELP6657,Electroless Copper,Heat Sink,Tank C,62.6,4.71,73.7,19.34,16.5,,0.21,Pass,Pass,TECH530,Pass
2025-07-10,Shift 2,ELP1510,Electroless Nickel,Heat Sink,Tank A,91.2,4.91,61.3,13.52,21.2,11.68,0.93,Pass,Pass,TECH625,Pass
2025-07-10,Shift 2,ELP5726,Electroless Nickel,PCB Panel,Tank A,89.4,4.96,81.2,22.08,21.8,10.6,0.59,Pass,Fail,TECH304,Pass
2025-07-11,Shift 1,ELP7207,Electroless Copper,PCB Panel,Tank C,70.6,5.11,67.6,21.15,19.1,,0.84,Blister,Fail,TECH550,Pass
2025-07-11,Shift 1,ELP6793,Electroless Copper,PCB Panel,Tank A,73.7,4.92,84.3,17.15,13.8,,0.24,Pass,Fail,TECH539,Fail
2025-07-11,Shift 1,ELP4203,Electroless Nickel,Valve Body,Tank A,88.7,5.1,35.7,12.89,10.2,7.33,0.83,Blister,Fail,TECH835,Fail
2025-07-11,Shift 2,ELP9068,Electroless Nickel,Connector Pins,Tank A,85.6,5.44,88.2,14.07,16.9,9.67,1.17,Blister,Fail,TECH720,Pass
2025-07-11,Shift 2,ELP7887,Electroless Nickel,Connector Pins,Tank C,89.2,5.2,44.7,20.49,18.2,10.83,0.96,Pitting,Fail,TECH131,Pass
2025-07-11,Shift 2,ELP7804,Electroless Copper,Gear Housing,Tank B,71.9,4.83,40.1,19.65,20.6,,0.69,Pitting,Fail,TECH856,Pass
2025-07-12,Shift 1,ELP9623,Electroless Copper,Heat Sink,Tank C,61.1,4.78,49.9,15.54,18.0,,0.21,Pitting,Pass,TECH356,Pass
2025-07-12,Shift 1,ELP4103,Electroless Nickel,Valve Body,Tank C,92.6,4.94,72.8,22.42,24.9,7.43,1.13,Pass,Fail,TECH119,Pass
2025-07-12,Shift 1,ELP7976,Electroless Copper,Gear Housing,Tank B,70.9,5.32,82.2,14.02,23.3,,0.57,Blister,Pass,TECH772,Pass
2025-07-12,Shift 2,ELP4006,Electroless Copper,Valve Body,Tank A,74.1,4.77,53.2,13.39,19.0,,1.06,Blister,Pass,TECH464,Pass
2025-07-12,Shift 2,ELP9746,Electroless Nickel,Valve Body,Tank C,85.1,5.32,79.8,17.55,23.9,10.18,0.98,Pitting,Pass,TECH930,Pass
2025-07-12,Shift 2,ELP9325,Electroless Nickel,PCB Panel,Tank B,93.0,4.87,47.9,14.19,11.6,7.36,0.54,Blister,Fail,TECH575,Fail
2025-07-13,Shift 1,ELP2153,Electroless Nickel,Heat Sink,Tank C,91.3,5.27,37.8,16.25,21.7,6.35,1.14,Dull Finish,Fail,TECH866,Pass
2025-07-13,Shift 1,ELP5249,Electroless Nickel,Gear Housing,Tank C,92.2,4.63,30.7,21.17,15.7,9.83,0.68,Blister,Pass,TECH300,Pass
2025-07-13,Shift 1,ELP3878,Electroless Nickel,PCB Panel,Tank B,90.4,5.15,54.6,19.55,19.1,10.84,0.6,Pitting,Fail,TECH123,Pass
2025-07-13,Shift 2,ELP5217,Electroless Nickel,Valve Body,Tank B,85.6,5.37,71.1,10.19,21.3,11.96,0.82,Pass,Fail,TECH928,Fail
2025-07-13,Shift 2,ELP2556,Electroless Nickel,PCB Panel,Tank A,88.9,5.03,44.3,23.61,23.2,7.18,0.35,Pitting,Fail,TECH550,Pass
2025-07-13,Shift 2,ELP3044,Electroless Copper,PCB Panel,Tank A,62.5,5.04,77.0,11.15,13.6,,1.11,Blister,Pass,TECH914,Fail
2025-07-14,Shift 1,ELP9325,Electroless Nickel,PCB Panel,Tank B,93.0,4.87,47.9,14.19,11.6,7.36,0.54,Blister,Fail,TECH575,Fail
2025-07-14,Shift 1,ELP5378,Electroless Nickel,Connector Pins,Tank B,88.8,5.44,32.6,17.98,13.4,9.5,0.87,Dull Finish,Fail,TECH402,Fail
2025-07-14,Shift 1,ELP4742,Electroless Nickel,Gear Housing,Tank C,87.8,5.23,59.9,18.38,24.4,9.82,0.98,Blister,Fail,TECH330,Pass
2025-07-14,Shift 2,ELP4637,Electroless Copper,Gear Housing,Tank B,72.0,5.04,42.4,21.04,10.2,,0.4,Pitting,Pass,TECH496,Fail
2025-07-14,Shift 2,ELP8338,Electroless Copper,PCB Panel,Tank B,72.4,5.24,86.8,24.8,14.1,,1.17,Blister,Pass,TECH312,Fail
2025-07-14,Shift 2,ELP7378,Electroless Nickel,Heat Sink,Tank A,90.3,5.3,62.0,17.9,18.8,7.14,0.37,Blister,Pass,TECH270,Pass
2025-07-15,Shift 1,ELP4942,Electroless Nickel,PCB Panel,Tank B,86.8,5.03,35.8,19.88,10.4,9.59,0.73,Dull Finish,Pass,TECH788,Fail
2025-07-15,Shift 1,ELP5249,Electroless Nickel,Gear Housing,Tank C,92.2,4.63,30.7,21.17,15.7,9.83,0.68,Blister,Pass,TECH300,Pass
2025-07-15,Shift 1,ELP9417,Electroless Copper,Valve Body,Tank C,63.4,5.37,51.7,14.59,13.6,,0.47,Pass,Fail,TECH514,Fail
2025-07-15,Shift 2,ELP3962,Electroless Nickel,Valve Body,Tank B,91.5,5.2,30.6,21.52,19.9,8.79,0.88,Blister,Pass,TECH707,Pass
2025-07-15,Shift 2,ELP3233,Electroless Copper,Connector Pins,Tank B,62.6,5.07,79.9,13.61,20.1,,0.24,Pass,Fail,TECH874,Pass
2025-07-15,Shift 2,ELP1068,Electroless Nickel,Gear Housing,Tank B,88.3,4.75,35.2,13.2,23.9,9.57,0.94,Pitting,Fail,TECH202,Pass
2025-07-16,Shift 1,ELP9318,Electroless Nickel,Gear Housing,Tank C,88.8,4.7,72.0,10.71,23.8,6.41,0.36,Blister,Pass,TECH660,Fail
2025-07-16,Shift 1,ELP3460,Electroless Copper,PCB Panel,Tank B,63.9,4.62,88.8,14.8,14.5,,0.52,Dull Finish,Pass,TECH480,Fail
2025-07-16,Shift 1,ELP5781,Electroless Copper,Gear Housing,Tank B,60.9,5.21,80.9,14.88,20.2,,0.41,Pass,Fail,TECH623,Pass
2025-07-16,Shift 2,ELP6350,Electroless Copper,PCB Panel,Tank C,74.1,5.13,60.4,14.06,14.9,,0.43,Pitting,Fail,TECH774,Fail
2025-07-16,Shift 2,ELP8608,Electroless Nickel,Connector Pins,Tank B,88.2,5.49,63.4,23.63,17.4,10.44,0.83,Pass,Fail,TECH533,Pass
2025-07-16,Shift 2,ELP1941,Electroless Nickel,Heat Sink,Tank C,91.9,4.97,40.2,18.29,11.7,11.68,0.54,Pass,Pass,TECH717,Fail
2025-07-17,Shift 1,ELP6038,Electroless Copper,Valve Body,Tank C,69.0,4.9,36.2,13.15,19.2,,1.08,Pass,Fail,TECH210,Pass
2025-07-17,Shift 1,ELP3817,Electroless Nickel,PCB Panel,Tank B,85.3,4.59,40.2,14.53,17.5,6.2,1.1,Pass,Fail,TECH518,Pass
2025-07-17,Shift 1,ELP1068,Electroless Nickel,Gear Housing,Tank B,88.3,4.75,35.2,13.2,23.9,9.57,0.94,Pitting,Fail,TECH202,Pass
2025-07-17,Shift 2,ELP4203,Electroless Nickel,Valve Body,Tank A,88.7,5.1,35.7,12.89,10.2,7.33,0.83,Blister,Fail,TECH835,Fail
2025-07-17,Shift 2,ELP4223,Electroless Copper,Valve Body,Tank B,74.3,5.18,47.6,20.02,10.2,,1.14,Blister,Fail,TECH869,Fail
2025-07-17,Shift 2,ELP9417,Electroless Copper,Valve Body,Tank C,63.4,5.37,51.7,14.59,13.6,,0.47,Pass,Fail,TECH514,Fail
2025-07-18,Shift 1,ELP1481,Electroless Nickel,Connector Pins,Tank A,87.7,4.5,30.0,10.79,11.4,8.21,0.56,Pass,Fail,TECH537,Fail
2025-07-18,Shift 1,ELP4540,Electroless Nickel,Heat Sink,Tank C,91.6,4.85,43.5,22.99,21.3,8.85,0.5,Blister,Pass,TECH725,Pass
2025-07-18,Shift 1,ELP4299,Electroless Nickel,Valve Body,Tank A,92.1,5.28,59.9,21.45,17.7,10.25,1.0,Blister,Pass,TECH320,Pass
2025-07-18,Shift 2,ELP7969,Electroless Copper,Gear Housing,Tank B,63.7,5.01,37.6,17.78,17.3,,1.19,Blister,Pass,TECH279,Pass
2025-07-18,Shift 2,ELP2956,Electroless Copper,Connector Pins,Tank C,70.9,5.19,53.6,16.32,22.1,,0.99,Blister,Fail,TECH114,Pass
2025-07-18,Shift 2,ELP9086,Electroless Copper,Heat Sink,Tank B,70.5,5.33,58.0,16.89,11.2,,0.73,Blister,Fail,TECH820,Fail
2025-07-19,Shift 1,ELP8338,Electroless Copper,PCB Panel,Tank B,72.4,5.24,86.8,24.8,14.1,,1.17,Blister,Pass,TECH312,Fail
2025-07-19,Shift 1,ELP9086,Electroless Copper,Heat Sink,Tank B,70.5,5.33,58.0,16.89,11.2,,0.73,Blister,Fail,TECH820,Fail
2025-07-19,Shift 1,ELP6350,Electroless Copper,PCB Panel,Tank C,74.1,5.13,60.4,14.06,14.9,,0.43,Pitting,Fail,TECH774,Fail
2025-07-19,Shift 2,ELP1481,Electroless Nickel,Connector Pins,Tank A,87.7,4.5,30.0,10.79,11.4,8.21,0.56,Pass,Fail,TECH537,Fail
2025-07-19,Shift 2,ELP8172,Electroless Nickel,Valve Body,Tank A,91.5,4.61,46.6,24.55,20.2,6.97,1.19,Pass,Fail,TECH157,Pass
2025-07-19,Shift 2,ELP5829,Electroless Copper,Valve Body,Tank B,71.3,5.48,36.3,20.9,11.5,,0.71,Pitting,Pass,TECH311,Fail
2025-07-20,Shift 1,ELP8750,Electroless Copper,Connector Pins,Tank B,64.2,5.0,37.4,16.99,19.9,,0.3,Dull Finish,Pass,TECH618,Pass
2025-07-20,Shift 1,ELP1259,Electroless Nickel,Valve Body,Tank B,86.2,4.64,70.3,15.03,12.5,11.55,1.08,Pass,Pass,TECH454,Fail
2025-07-20,Shift 1,ELP5739,Electroless Copper,Valve Body,Tank A,70.0,5.49,37.9,18.85,24.4,,1.09,Dull Finish,Pass,TECH632,Pass
2025-07-20,Shift 2,ELP2833,Electroless Copper,Valve Body,Tank B,62.3,5.49,57.6,11.99,11.7,,0.87,Pass,Fail,TECH817,Fail
2025-07-20,Shift 2,ELP1481,Electroless Nickel,Connector Pins,Tank A,87.7,4.5,30.0,10.79,11.4,8.21,0.56,Pass,Fail,TECH537,Fail
2025-07-20,Shift 2,ELP6346,Electroless Nickel,Valve Body,Tank A,89.0,5.21,74.5,21.18,15.1,11.75,0.45,Pass,Fail,TECH366,Pass
2025-07-21,Shift 1,ELP1839,Electroless Copper,Connector Pins,Tank B,66.9,4.71,31.4,20.36,20.4,,0.65,Pitting,Pass,TECH305,Pass
2025-07-21,Shift 1,ELP1587,Electroless Copper,Gear Housing,Tank B,72.8,4.85,34.7,15.03,12.6,,0.54,Pass,Fail,TECH485,Fail
2025-07-21,Shift 1,ELP6586,Electroless Copper,Valve Body,Tank B,60.5,5.33,54.3,20.62,16.4,,0.95,Pitting,Pass,TECH252,Pass
2025-07-21,Shift 2,ELP1481,Electroless Nickel,Connector Pins,Tank A,87.7,4.5,30.0,10.79,11.4,8.21,0.56,Pass,Fail,TECH537,Fail
2025-07-21,Shift 2,ELP4780,Electroless Copper,Gear Housing,Tank A,62.0,4.89,76.0,20.21,15.8,,0.85,Blister,Fail,TECH444,Pass
2025-07-21,Shift 2,ELP6350,Electroless Copper,PCB Panel,Tank C,74.1,5.13,60.4,14.06,14.9,,0.43,Pitting,Fail,TECH774,Fail
2025-07-22,Shift 1,ELP6038,Electroless Copper,Valve Body,Tank C,69.0,4.9,36.2,13.15,19.2,,1.08,Pass,Fail,TECH210,Pass
2025-07-22,Shift 1,ELP4339,Electroless Nickel,Valve Body,Tank A,87.2,5.28,49.8,20.19,24.3,7.46,0.27,Blister,Pass,TECH961,Pass
2025-07-22,Shift 1,ELP1587,Electroless Copper,Gear Housing,Tank B,72.8,4.85,34.7,15.03,12.6,,0.54,Pass,Fail,TECH485,Fail
2025-07-22,Shift 2,ELP7261,Electroless Copper,PCB Panel,Tank A,60.2,5.17,31.5,12.99,16.1,,1.01,Dull Finish,Pass,TECH785,Pass
2025-07-22,Shift 2,ELP4854,Electroless Copper,Valve Body,Tank B,71.9,4.97,62.0,24.52,20.7,,1.08,Blister,Fail,TECH619,Pass
2025-07-22,Shift 2,ELP2504,Electroless Nickel,Connector Pins,Tank B,90.6,4.68,79.6,12.88,12.7,7.76,0.32,Dull Finish,Fail,TECH808,Fail
2025-07-23,Shift 1,ELP8099,Electroless Copper,Gear Housing,Tank A,64.9,4.65,54.1,15.28,19.5,,0.56,Dull Finish,Pass,TECH496,Pass
2025-07-23,Shift 1,ELP8608,Electroless Nickel,Connector Pins,Tank B,88.2,5.49,63.4,23.63,17.4,10.44,0.83,Pass,Fail,TECH533,Pass
2025-07-23,Shift 1,ELP4942,Electroless Nickel,PCB Panel,Tank B,86.8,5.03,35.8,19.88,10.4,9.59,0.73,Dull Finish,Pass,TECH788,Fail
2025-07-23,Shift 2,ELP7036,Electroless Nickel,PCB Panel,Tank B,92.7,5.47,41.8,22.76,21.2,10.57,0.79,Blister,Fail,TECH182,Pass
2025-07-23,Shift 2,ELP6164,Electroless Copper,Connector Pins,Tank A,62.2,5.28,34.5,17.76,17.3,,0.94,Pitting,Fail,TECH110,Pass
2025-07-23,Shift 2,ELP8172,Electroless Nickel,Valve Body,Tank A,91.5,4.61,46.6,24.55,20.2,6.97,1.19,Pass,Fail,TECH157,Pass
2025-07-24,Shift 1,ELP4637,Electroless Copper,Gear Housing,Tank B,72.0,5.04,42.4,21.04,10.2,,0.4,Pitting,Pass,TECH496,Fail
2025-07-24,Shift 1,ELP2838,Electroless Nickel,PCB Panel,Tank C,87.4,4.96,82.9,19.21,19.2,7.31,0.6,Pitting,Fail,TECH408,Pass
2025-07-24,Shift 1,ELP8052,Electroless Nickel,Gear Housing,Tank C,85.8,4.85,76.3,14.71,17.9,10.12,0.64,Pitting,Fail,TECH884,Pass
2025-07-24,Shift 2,ELP3699,Electroless Copper,PCB Panel,Tank A,61.3,4.69,85.9,23.6,23.5,,0.81,Blister,Fail,TECH360,Pass
2025-07-24,Shift 2,ELP4780,Electroless Copper,Gear Housing,Tank A,62.0,4.89,76.0,20.21,15.8,,0.85,Blister,Fail,TECH444,Pass
2025-07-24,Shift 2,ELP3074,Electroless Nickel,Valve Body,Tank C,91.7,4.51,44.4,10.75,18.7,6.47,0.99,Pitting,Pass,TECH275,Fail
2025-07-25,Shift 1,ELP2257,Electroless Copper,Valve Body,Tank B,71.7,4.88,32.2,18.24,15.0,,1.15,Blister,Fail,TECH697,Pass
2025-07-25,Shift 1,ELP7123,Electroless Copper,Gear Housing,Tank B,72.6,5.18,44.6,16.3,12.7,,0.52,Dull Finish,Pass,TECH921,Fail
2025-07-25,Shift 1,ELP6571,Electroless Nickel,Valve Body,Tank A,90.6,5.28,55.8,21.95,24.7,8.59,0.23,Pass,Fail,TECH846,Pass
2025-07-25,Shift 2,ELP8473,Electroless Nickel,Gear Housing,Tank C,89.6,4.77,72.9,13.29,22.3,6.61,0.59,Blister,Fail,TECH460,Pass
2025-07-25,Shift 2,ELP7568,Electroless Copper,PCB Panel,Tank A,70.7,4.51,83.4,11.23,22.5,,1.02,Blister,Pass,TECH119,Fail
2025-07-25,Shift 2,ELP4541,Electroless Copper,PCB Panel,Tank A,71.3,4.99,67.0,10.45,22.1,,0.34,Dull Finish,Pass,TECH193,Fail
2025-07-26,Shift 1,ELP6038,Electroless Copper,Valve Body,Tank C,69.0,4.9,36.2,13.15,19.2,,1.08,Pass,Fail,TECH210,Pass
2025-07-26,Shift 1,ELP6872,Electroless Nickel,Valve Body,Tank C,91.1,4.51,56.6,22.39,11.2,7.23,0.61,Dull Finish,Pass,TECH850,Fail
2025-07-26,Shift 1,ELP1169,Electroless Nickel,Heat Sink,Tank A,87.9,4.67,70.8,23.69,12.8,7.04,0.52,Blister,Fail,TECH826,Fail
2025-07-26,Shift 2,ELP5739,Electroless Copper,Valve Body,Tank A,70.0,5.49,37.9,18.85,24.4,,1.09,Dull Finish,Pass,TECH632,Pass
2025-07-26,Shift 2,ELP6346,Electroless Nickel,Valve Body,Tank A,89.0,5.21,74.5,21.18,15.1,11.75,0.45,Pass,Fail,TECH366,Pass
2025-07-26,Shift 2,ELP4904,Electroless Nickel,Gear Housing,Tank A,89.5,5.39,72.8,11.72,21.2,9.58,1.03,Blister,Fail,TECH951,Fail
2025-07-27,Shift 1,ELP1941,Electroless Nickel,Heat Sink,Tank C,91.9,4.97,40.2,18.29,11.7,11.68,0.54,Pass,Pass,TECH717,Fail
2025-07-27,Shift 1,ELP4006,Electroless Copper,Valve Body,Tank A,74.1,4.77,53.2,13.39,19.0,,1.06,Blister,Pass,TECH464,Pass
2025-07-27,Shift 1,ELP7057,Electroless Nickel,Valve Body,Tank C,88.6,4.96,56.4,23.85,17.8,8.51,0.41,Pitting,Pass,TECH924,Pass
2025-07-27,Shift 2,ELP3578,Electroless Copper,Gear Housing,Tank C,65.5,5.02,32.5,12.66,23.1,,0.45,Dull Finish,Pass,TECH996,Pass
2025-07-27,Shift 2,ELP1338,Electroless Nickel,Heat Sink,Tank B,86.9,4.75,31.9,13.9,14.8,10.04,0.59,Dull Finish,Fail,TECH995,Fail
2025-07-27,Shift 2,ELP9259,Electroless Nickel,Connector Pins,Tank B,91.6,5.28,43.5,17.74,14.8,11.82,1.2,Blister,Pass,TECH548,Fail
2025-07-28,Shift 1,ELP4637,Electroless Copper,Gear Housing,Tank B,72.0,5.04,42.4,21.04,10.2,,0.4,Pitting,Pass,TECH496,Fail
2025-07-28,Shift 1,ELP1680,Electroless Nickel,Heat Sink,Tank B,88.8,5.14,49.5,21.23,15.6,6.05,0.61,Pass,Pass,TECH457,Pass
2025-07-28,Shift 1,ELP3117,Electroless Copper,Heat Sink,Tank A,64.9,5.41,75.2,18.47,11.1,,0.38,Pitting,Fail,TECH299,Fail
2025-07-28,Shift 2,ELP7568,Electroless Copper,PCB Panel,Tank A,70.7,4.51,83.4,11.23,22.5,,1.02,Blister,Pass,TECH119,Fail
2025-07-28,Shift 2,ELP2257,Electroless Copper,Valve Body,Tank B,71.7,4.88,32.2,18.24,15.0,,1.15,Blister,Fail,TECH697,Pass
2025-07-28,Shift 2,ELP1510,Electroless Nickel,Heat Sink,Tank A,91.2,4.91,61.3,13.52,21.2,11.68,0.93,Pass,Pass,TECH625,Pass
2025-07-29,Shift 1,ELP4767,Electroless Copper,Gear Housing,Tank C,70.8,5.42,44.4,22.81,16.3,,0.44,Blister,Pass,TECH381,Pass
2025-07-29,Shift 1,ELP6960,Electroless Copper,Heat Sink,Tank A,73.1,4.71,67.7,16.23,13.1,,0.79,Pass,Pass,TECH865,Fail
2025-07-29,Shift 1,ELP4675,Electroless Nickel,Connector Pins,Tank C,92.6,5.36,42.6,21.7,21.5,11.04,0.86,Dull Finish,Fail,TECH619,Pass
2025-07-29,Shift 2,ELP2851,Electroless Nickel,PCB Panel,Tank C,91.3,4.85,38.7,10.95,14.0,9.48,0.83,Pass,Fail,TECH844,Fail
2025-07-29,Shift 2,ELP6164,Electroless Copper,Connector Pins,Tank A,62.2,5.28,34.5,17.76,17.3,,0.94,Pitting,Fail,TECH110,Pass
2025-07-29,Shift 2,ELP2153,Electroless Nickel,Heat Sink,Tank C,91.3,5.27,37.8,16.25,21.7,6.35,1.14,Dull Finish,Fail,TECH866,Pass
2025-07-30,Shift 1,ELP4689,Electroless Copper,Connector Pins,Tank B,64.0,5.24,88.9,10.55,15.8,,0.97,Pass,Fail,TECH383,Fail
2025-07-30,Shift 1,ELP3937,Electroless Nickel,Heat Sink,Tank B,89.3,4.79,57.6,13.62,11.1,6.17,0.96,Pitting,Pass,TECH898,Fail
2025-07-30,Shift 1,ELP7568,Electroless Copper,PCB Panel,Tank A,70.7,4.51,83.4,11.23,22.5,,1.02,Blister,Pass,TECH119,Fail
2025-07-30,Shift 2,ELP5829,Electroless Copper,Valve Body,Tank B,71.3,5.48,36.3,20.9,11.5,,0.71,Pitting,Pass,TECH311,Fail
2025-07-30,Shift 2,ELP2956,Electroless Copper,Connector Pins,Tank C,70.9,5.19,53.6,16.32,22.1,,0.99,Blister,Fail,TECH114,Pass
2025-07-30,Shift 2,ELP4223,Electroless Copper,Valve Body,Tank B,74.3,5.18,47.6,20.02,10.2,,1.14,Blister,Fail,TECH869,Fail
2025-07-31,Shift 1,ELP4742,Electroless Nickel,Gear Housing,Tank C,87.8,5.23,59.9,18.38,24.4,9.82,0.98,Blister,Fail,TECH330,Pass
2025-07-31,Shift 1,ELP8574,Electroless Copper,Connector Pins,Tank A,62.2,4.91,60.7,20.63,22.0,,0.66,Pass,Pass,TECH936,Pass
2025-07-31,Shift 1,ELP2307,Electroless Nickel,Heat Sink,Tank A,86.6,4.72,81.3,20.54,24.7,6.01,0.53,Pitting,Pass,TECH402,Pass
2025-07-31,Shift 2,ELP5173,Electroless Nickel,Connector Pins,Tank B,91.3,4.97,86.9,14.57,15.3,6.53,0.65,Pass,Pass,TECH995,Pass
2025-07-31,Shift 2,ELP9906,Electroless Nickel,Heat Sink,Tank C,87.9,5.44,58.3,13.69,11.9,10.0,0.81,Dull Finish,Fail,TECH771,Fail
2025-07-31,Shift 2,ELP3074,Electroless Nickel,Valve Body,Tank C,91.7,4.51,44.4,10.75,18.7,6.47,0.99,Pitting,Pass,TECH275,Fail
2025-08-01,Shift 1,ELP1680,Electroless Nickel,Heat Sink,Tank B,88.8,5.14,49.5,21.23,15.6,6.05,0.61,Pass,Pass,TECH457,Pass
2025-08-01,Shift 1,ELP4854,Electroless Copper,Valve Body,Tank B,71.9,4.97,62.0,24.52,20.7,,1.08,Blister,Fail,TECH619,Pass
2025-08-01,Shift 1,ELP8016,Electroless Copper,PCB Panel,Tank B,68.5,4.71,55.1,10.86,21.9,,0.81,Pass,Fail,TECH541,Fail
2025-08-01,Shift 2,ELP6872,Electroless Nickel,Valve Body,Tank C,91.1,4.51,56.6,22.39,11.2,7.23,0.61,Dull Finish,Pass,TECH850,Fail
2025-08-01,Shift 2,ELP9158,Electroless Copper,Gear Housing,Tank C,68.2,5.24,81.4,17.31,19.5,,1.15,Dull Finish,Pass,TECH845,Pass
2025-08-01,Shift 2,ELP4216,Electroless Copper,Connector Pins,Tank B,68.9,4.92,44.7,17.65,11.4,,0.58,Pass,Pass,TECH809,Fail
2025-08-02,Shift 1,ELP4103,Electroless Nickel,Valve Body,Tank C,92.6,4.94,72.8,22.42,24.9,7.43,1.13,Pass,Fail,TECH119,Pass
2025-08-02,Shift 1,ELP2504,Electroless Nickel,Connector Pins,Tank B,90.6,4.68,79.6,12.88,12.7,7.76,0.32,Dull Finish,Fail,TECH808,Fail
2025-08-02,Shift 1,ELP9158,Electroless Copper,Gear Housing,Tank C,68.2,5.24,81.4,17.31,19.5,,1.15,Dull Finish,Pass,TECH845,Pass
2025-08-02,Shift 2,ELP2851,Electroless Nickel,PCB Panel,Tank C,91.3,4.85,38.7,10.95,14.0,9.48,0.83,Pass,Fail,TECH844,Fail
2025-08-02,Shift 2,ELP8608,Electroless Nickel,Connector Pins,Tank B,88.2,5.49,63.4,23.63,17.4,10.44,0.83,Pass,Fail,TECH533,Pass
2025-08-02,Shift 2,ELP3578,Electroless Copper,Gear Housing,Tank C,65.5,5.02,32.5,12.66,23.1,,0.45,Dull Finish,Pass,TECH996,Pass
2025-08-03,Shift 1,ELP6350,Electroless Copper,PCB Panel,Tank C,74.1,5.13,60.4,14.06,14.9,,0.43,Pitting,Fail,TECH774,Fail
2025-08-03,Shift 1,ELP7600,Electroless Copper,Heat Sink,Tank A,62.7,4.69,44.2,20.96,19.7,,0.79,Pitting,Fail,TECH803,Pass
2025-08-03,Shift 1,ELP4767,Electroless Copper,Gear Housing,Tank C,70.8,5.42,44.4,22.81,16.3,,0.44,Blister,Pass,TECH381,Pass
2025-08-03,Shift 2,ELP1680,Electroless Nickel,Heat Sink,Tank B,88.8,5.14,49.5,21.23,15.6,6.05,0.61,Pass,Pass,TECH457,Pass
2025-08-03,Shift 2,ELP9158,Electroless Copper,Gear Housing,Tank C,68.2,5.24,81.4,17.31,19.5,,1.15,Dull Finish,Pass,TECH845,Pass
2025-08-03,Shift 2,ELP8597,Electroless Nickel,Gear Housing,Tank A,91.3,5.4,52.6,23.01,11.6,10.15,1.03,Pass,Fail,TECH967,Fail
2025-08-04,Shift 1,ELP4689,Electroless Copper,Connector Pins,Tank B,64.0,5.24,88.9,10.55,15.8,,0.97,Pass,Fail,TECH383,Fail
2025-08-04,Shift 1,ELP8081,Electroless Nickel,Connector Pins,Tank B,86.7,5.42,79.6,14.22,19.2,7.82,0.87,Blister,Pass,TECH383,Pass
2025-08-04,Shift 1,ELP1068,Electroless Nickel,Gear Housing,Tank B,88.3,4.75,35.2,13.2,23.9,9.57,0.94,Pitting,Fail,TECH202,Pass
2025-08-04,Shift 2,ELP3506,Electroless Copper,Valve Body,Tank C,74.9,4.69,52.7,13.14,22.2,,0.57,Pitting,Fail,TECH157,Pass
2025-08-04,Shift 2,ELP4904,Electroless Nickel,Gear Housing,Tank A,89.5,5.39,72.8,11.72,21.2,9.58,1.03,Blister,Fail,TECH951,Fail
2025-08-04,Shift 2,ELP8750,Electroless Copper,Connector Pins,Tank B,64.2,5.0,37.4,16.99,19.9,,0.3,Dull Finish,Pass,TECH618,Pass
2025-08-05,Shift 1,ELP1797,Electroless Copper,Valve Body,Tank A,63.8,5.31,42.3,23.62,22.9,,0.34,Pass,Fail,TECH776,Pass
2025-08-05,Shift 1,ELP4742,Electroless Nickel,Gear Housing,Tank C,87.8,5.23,59.9,18.38,24.4,9.82,0.98,Blister,Fail,TECH330,Pass
2025-08-05,Shift 1,ELP9025,Electroless Copper,Gear Housing,Tank A,68.9,5.41,84.4,10.38,21.8,,0.96,Pass,Fail,TECH977,Fail
2025-08-05,Shift 2,ELP1169,Electroless Nickel,Heat Sink,Tank A,87.9,4.67,70.8,23.69,12.8,7.04,0.52,Blister,Fail,TECH826,Fail
