Date,Shift,Mold ID,Part Name,Wear Level (%),Surface Roughness (Ra μm),Clearance (mm),Alignment Accuracy (mm),Leak Check,Corrosion,Crack Detected,Function Test,Lubrication Status,Pass/Fail
2025-07-02,Shift 2,MOLD654,Cooling Channel,64.4,0.44,0.05,0.106,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-07-03,Shift 1,MOLD996,Runner Channel,76.7,0.57,0.221,0.068,Fail,None,Yes,Fail,Dry,Pass
2025-07-03,Shift 1,MOLD742,Core Plate,43.5,0.28,0.339,0.188,Pass,Moderate,Yes,Fail,Good,Fail
2025-07-03,Shift 1,MOLD280,Runner Channel,31.0,0.52,0.135,0.199,Fail,Moderate,Yes,Fail,Needs Reapply,Fail
2025-07-03,Shift 2,MOLD181,Ejector Pins,72.7,0.7,0.299,0.196,Fail,Moderate,No,Pass,Needs Reapply,Fail
2025-07-03,Shift 2,MOLD101,Clamp Plate,19.3,0.35,0.483,0.053,Pass,Severe,No,Pass,Needs Reapply,Pass
2025-07-03,Shift 2,MOLD566,Lifter,3.4,0.81,0.406,0.152,Fail,None,No,Fail,Needs Reapply,Fail
2025-07-04,Shift 1,MOLD206,Runner Channel,55.4,0.89,0.018,0.193,Pass,None,No,Pass,Dry,Fail
2025-07-04,Shift 1,MOLD343,Clamp Plate,83.3,0.52,0.221,0.124,Fail,Moderate,Yes,Pass,Dry,Fail
2025-07-04,Shift 1,MOLD106,Sprue Bushing,29.6,0.38,0.234,0.017,Fail,None,Yes,Fail,Dry,Pass
2025-07-04,Shift 2,MOLD489,Core Puller,35.1,0.9,0.31,0.173,Pass,Moderate,Yes,Fail,Dry,Fail
2025-07-04,Shift 2,MOLD783,Hot Runner Manifold,96.2,0.74,0.387,0.167,Fail,None,No,Pass,Needs Reapply,Fail
2025-07-04,Shift 2,MOLD473,Hot Runner Manifold,62.6,0.41,0.103,0.098,Fail,Moderate,Yes,Fail,Needs Reapply,Pass
2025-07-05,Shift 1,MOLD860,Ejector Pins,76.1,0.71,0.036,0.188,Fail,Severe,Yes,Fail,Good,Fail
2025-07-05,Shift 1,MOLD998,Gate Insert,76.9,1.05,0.211,0.083,Fail,Minor,No,Pass,Needs Reapply,Fail
2025-07-05,Shift 1,MOLD197,Runner Channel,70.2,0.9,0.382,0.04,Pass,Minor,No,Fail,Good,Pass
2025-07-05,Shift 2,MOLD360,Support Pillar,44.3,0.45,0.083,0.119,Pass,Minor,No,Fail,Good,Pass
2025-07-05,Shift 2,MOLD771,Vent Groove,44.4,0.68,0.11,0.191,Pass,Severe,No,Pass,Good,Fail
2025-07-05,Shift 2,MOLD404,Support Pillar,64.2,0.14,0.264,0.068,Pass,Severe,No,Pass,Dry,Pass
2025-07-06,Shift 1,MOLD206,Cavity Plate,14.1,0.48,0.052,0.124,Pass,Moderate,Yes,Fail,Needs Reapply,Pass
2025-07-06,Shift 1,MOLD339,Ejector Pins,83.8,0.78,0.296,0.013,Fail,Moderate,No,Fail,Dry,Fail
2025-07-06,Shift 1,MOLD827,Lifter,66.7,1.18,0.433,0.155,Fail,Severe,Yes,Fail,Needs Reapply,Fail
2025-07-06,Shift 2,MOLD474,Slide Unit,97.9,0.88,0.372,0.02,Fail,Severe,No,Pass,Good,Fail
2025-07-06,Shift 2,MOLD610,Guide Bushing,38.2,0.92,0.118,0.119,Pass,None,Yes,Fail,Dry,Pass
2025-07-06,Shift 2,MOLD150,Guide Pin,18.8,0.84,0.379,0.146,Fail,Moderate,Yes,Fail,Needs Reapply,Pass
2025-07-07,Shift 1,MOLD781,Lifter,18.9,0.69,0.046,0.197,Fail,Moderate,Yes,Pass,Good,Fail
2025-07-07,Shift 1,MOLD254,Support Pillar,22.2,0.57,0.2,0.028,Fail,Minor,No,Fail,Good,Pass
2025-07-07,Shift 1,MOLD442,Sprue Bushing,92.0,0.68,0.312,0.092,Pass,Minor,No,Fail,Dry,Fail
2025-07-07,Shift 2,MOLD653,Guide Pin,23.9,0.67,0.097,0.089,Pass,None,No,Pass,Good,Pass
2025-07-07,Shift 2,MOLD255,Gate Insert,2.6,0.68,0.457,0.134,Pass,Moderate,No,Fail,Needs Reapply,Pass
2025-07-07,Shift 2,MOLD562,Lifter,33.0,1.17,0.118,0.119,Fail,None,No,Pass,Dry,Fail
2025-07-08,Shift 1,MOLD375,Support Pillar,89.7,0.77,0.472,0.068,Fail,Moderate,No,Fail,Needs Reapply,Fail
2025-07-08,Shift 1,MOLD241,Ejector Plate,14.8,0.9,0.267,0.157,Fail,Moderate,No,Pass,Dry,Fail
2025-07-08,Shift 1,MOLD328,Guide Bushing,5.9,0.74,0.474,0.187,Pass,Moderate,Yes,Pass,Dry,Fail
2025-07-08,Shift 2,MOLD521,Ejector Pins,57.7,0.42,0.324,0.05,Fail,Severe,Yes,Fail,Good,Pass
2025-07-08,Shift 2,MOLD292,Core Puller,59.9,0.84,0.284,0.152,Pass,Severe,No,Fail,Dry,Fail
2025-07-08,Shift 2,MOLD317,Hot Runner Manifold,58.6,0.72,0.185,0.181,Pass,Moderate,No,Pass,Dry,Fail
2025-07-09,Shift 1,MOLD481,Ejector Pins,76.1,1.06,0.295,0.084,Pass,Severe,Yes,Pass,Dry,Fail
2025-07-09,Shift 1,MOLD136,Hot Runner Manifold,83.9,0.1,0.486,0.159,Fail,None,No,Pass,Good,Fail
2025-07-09,Shift 1,MOLD423,Slide Unit,50.5,0.73,0.026,0.135,Fail,None,No,Fail,Needs Reapply,Pass
2025-07-09,Shift 2,MOLD979,Core Puller,10.2,1.16,0.432,0.141,Pass,None,Yes,Fail,Good,Fail
2025-07-09,Shift 2,MOLD988,Ejector Plate,16.1,0.26,0.035,0.135,Pass,Moderate,No,Fail,Good,Pass
2025-07-09,Shift 2,MOLD381,Guide Pin,54.4,0.18,0.093,0.158,Pass,Severe,No,Pass,Needs Reapply,Fail
2025-07-10,Shift 1,MOLD988,Cooling Channel,13.6,0.41,0.266,0.035,Pass,Severe,No,Pass,Good,Pass
2025-07-10,Shift 1,MOLD328,Guide Bushing,5.9,0.74,0.474,0.187,Pass,Moderate,Yes,Pass,Dry,Fail
2025-07-10,Shift 1,MOLD335,Slide Unit,2.7,1.05,0.086,0.016,Fail,None,No,Pass,Good,Fail
2025-07-10,Shift 2,MOLD255,Gate Insert,2.6,0.68,0.457,0.134,Pass,Moderate,No,Fail,Needs Reapply,Pass
2025-07-10,Shift 2,MOLD556,Runner Channel,5.8,0.46,0.157,0.015,Fail,Severe,Yes,Fail,Needs Reapply,Pass
2025-07-10,Shift 2,MOLD636,Vent Groove,78.2,0.69,0.214,0.159,Fail,Minor,No,Pass,Good,Fail
2025-07-11,Shift 1,MOLD576,Hot Runner Manifold,0.2,1.06,0.235,0.107,Fail,None,Yes,Pass,Dry,Fail
2025-07-11,Shift 1,MOLD584,Ejector Plate,62.1,0.98,0.445,0.024,Pass,None,Yes,Fail,Needs Reapply,Pass
2025-07-11,Shift 1,MOLD861,Hot Runner Manifold,83.4,0.23,0.259,0.021,Pass,None,No,Fail,Dry,Fail
2025-07-11,Shift 2,MOLD835,Support Pillar,87.7,0.31,0.273,0.093,Pass,Severe,Yes,Pass,Dry,Fail
2025-07-11,Shift 2,MOLD704,Ejector Pins,77.4,0.85,0.174,0.018,Pass,Minor,Yes,Pass,Good,Pass
2025-07-11,Shift 2,MOLD587,Guide Bushing,92.5,0.93,0.239,0.165,Fail,Moderate,No,Pass,Dry,Fail
2025-07-12,Shift 1,MOLD742,Cavity Plate,36.7,0.15,0.356,0.127,Pass,Severe,Yes,Fail,Good,Pass
2025-07-12,Shift 1,MOLD312,Ejector Plate,6.1,1.18,0.193,0.028,Pass,Severe,No,Fail,Needs Reapply,Fail
2025-07-12,Shift 1,MOLD953,Ejector Pins,52.5,0.72,0.013,0.112,Fail,Minor,Yes,Pass,Needs Reapply,Pass
2025-07-12,Shift 2,MOLD771,Vent Groove,44.4,0.68,0.11,0.191,Pass,Severe,No,Pass,Good,Fail
2025-07-12,Shift 2,MOLD381,Guide Pin,54.4,0.18,0.093,0.158,Pass,Severe,No,Pass,Needs Reapply,Fail
2025-07-12,Shift 2,MOLD504,Sprue Bushing,57.2,0.86,0.253,0.041,Pass,Moderate,No,Pass,Dry,Pass
2025-07-13,Shift 1,MOLD996,Runner Channel,76.7,0.57,0.221,0.068,Fail,None,Yes,Fail,Dry,Pass
2025-07-13,Shift 1,MOLD992,Sprue Bushing,60.7,0.58,0.493,0.107,Fail,None,Yes,Pass,Needs Reapply,Pass
2025-07-13,Shift 1,MOLD979,Core Puller,10.2,1.16,0.432,0.141,Pass,None,Yes,Fail,Good,Fail
2025-07-13,Shift 2,MOLD566,Lifter,3.4,0.81,0.406,0.152,Fail,None,No,Fail,Needs Reapply,Fail
2025-07-13,Shift 2,MOLD435,Cooling Channel,49.9,0.34,0.364,0.04,Pass,Severe,Yes,Fail,Good,Pass
2025-07-13,Shift 2,MOLD972,Lifter,33.0,0.48,0.083,0.117,Pass,None,No,Fail,Needs Reapply,Pass
2025-07-14,Shift 1,MOLD231,Guide Pin,7.8,0.22,0.293,0.108,Pass,Severe,Yes,Fail,Dry,Pass
2025-07-14,Shift 1,MOLD502,Clamp Plate,17.7,1.04,0.419,0.107,Pass,Moderate,Yes,Pass,Needs Reapply,Fail
2025-07-14,Shift 1,MOLD988,Cooling Channel,13.6,0.41,0.266,0.035,Pass,Severe,No,Pass,Good,Pass
2025-07-14,Shift 2,MOLD915,Cooling Channel,67.0,0.8,0.22,0.058,Fail,Severe,No,Fail,Dry,Pass
2025-07-14,Shift 2,MOLD614,Lifter,58.7,0.44,0.116,0.179,Fail,Moderate,No,Fail,Dry,Fail
2025-07-14,Shift 2,MOLD502,Clamp Plate,17.7,1.04,0.419,0.107,Pass,Moderate,Yes,Pass,Needs Reapply,Fail
2025-07-15,Shift 1,MOLD503,Clamp Plate,18.1,0.74,0.388,0.16,Pass,Moderate,No,Fail,Dry,Fail
2025-07-15,Shift 1,MOLD129,Vent Groove,10.6,0.1,0.286,0.146,Fail,None,No,Fail,Good,Pass
2025-07-15,Shift 1,MOLD693,Core Puller,51.5,1.02,0.348,0.073,Fail,Minor,Yes,Fail,Good,Fail
2025-07-15,Shift 2,MOLD923,Sprue Bushing,36.8,1.0,0.195,0.018,Fail,Moderate,Yes,Pass,Needs Reapply,Pass
2025-07-15,Shift 2,MOLD908,Ejector Pins,41.2,0.41,0.263,0.051,Fail,Minor,No,Pass,Dry,Pass
2025-07-15,Shift 2,MOLD715,Sprue Bushing,54.5,0.3,0.293,0.043,Pass,Minor,No,Fail,Dry,Pass
2025-07-16,Shift 1,MOLD780,Hot Runner Manifold,70.3,0.92,0.086,0.128,Fail,None,No,Fail,Good,Pass
2025-07-16,Shift 1,MOLD793,Ejector Plate,14.8,0.66,0.095,0.174,Fail,Severe,Yes,Fail,Dry,Fail
2025-07-16,Shift 1,MOLD440,Support Pillar,69.4,0.26,0.181,0.135,Fail,Severe,Yes,Fail,Good,Pass
2025-07-16,Shift 2,MOLD880,Lifter,53.9,0.94,0.114,0.14,Pass,Severe,Yes,Fail,Good,Pass
2025-07-16,Shift 2,MOLD998,Hot Runner Manifold,30.2,0.86,0.215,0.025,Pass,Moderate,No,Fail,Dry,Pass
2025-07-16,Shift 2,MOLD539,Core Plate,13.8,0.44,0.207,0.057,Fail,None,No,Fail,Good,Pass
2025-07-17,Shift 1,MOLD257,Vent Groove,12.4,1.0,0.021,0.106,Pass,Minor,No,Pass,Needs Reapply,Pass
2025-07-17,Shift 1,MOLD674,Guide Pin,61.2,0.24,0.459,0.03,Fail,None,No,Pass,Dry,Pass
2025-07-17,Shift 1,MOLD414,Cooling Channel,25.5,1.19,0.39,0.044,Pass,Severe,No,Fail,Good,Fail
2025-07-17,Shift 2,MOLD936,Core Puller,94.1,0.18,0.116,0.029,Pass,Moderate,Yes,Pass,Needs Reapply,Fail
2025-07-17,Shift 2,MOLD397,Runner Channel,73.9,0.9,0.284,0.019,Fail,Severe,No,Fail,Needs Reapply,Pass
2025-07-17,Shift 2,MOLD186,Ejector Pins,43.3,0.53,0.439,0.019,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-07-18,Shift 1,MOLD674,Clamp Plate,85.4,0.86,0.095,0.098,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-07-18,Shift 1,MOLD435,Vent Groove,52.1,0.94,0.36,0.12,Fail,Severe,Yes,Fail,Good,Pass
2025-07-18,Shift 1,MOLD755,Gate Insert,27.6,0.79,0.442,0.037,Fail,None,Yes,Pass,Dry,Pass
2025-07-18,Shift 2,MOLD852,Runner Channel,3.4,0.3,0.363,0.035,Pass,None,Yes,Pass,Good,Pass
2025-07-18,Shift 2,MOLD138,Cooling Channel,28.3,0.12,0.394,0.162,Fail,Moderate,Yes,Fail,Dry,Fail
2025-07-18,Shift 2,MOLD317,Hot Runner Manifold,58.6,0.72,0.185,0.181,Pass,Moderate,No,Pass,Dry,Fail
2025-07-19,Shift 1,MOLD360,Support Pillar,44.3,0.45,0.083,0.119,Pass,Minor,No,Fail,Good,Pass
2025-07-19,Shift 1,MOLD434,Hot Runner Manifold,76.7,0.31,0.452,0.199,Pass,None,Yes,Pass,Needs Reapply,Fail
2025-07-19,Shift 1,MOLD425,Clamp Plate,51.7,1.05,0.264,0.167,Pass,Moderate,No,Fail,Good,Fail
2025-07-19,Shift 2,MOLD164,Core Plate,34.2,0.94,0.356,0.181,Pass,Moderate,Yes,Fail,Good,Fail
2025-07-19,Shift 2,MOLD674,Slide Unit,4.4,1.1,0.161,0.065,Fail,None,Yes,Fail,Dry,Fail
2025-07-19,Shift 2,MOLD835,Support Pillar,87.7,0.31,0.273,0.093,Pass,Severe,Yes,Pass,Dry,Fail
2025-07-20,Shift 1,MOLD277,Sprue Bushing,8.3,0.82,0.045,0.173,Pass,Severe,Yes,Fail,Good,Fail
2025-07-20,Shift 1,MOLD819,Clamp Plate,80.9,0.37,0.121,0.053,Fail,Severe,Yes,Fail,Dry,Fail
2025-07-20,Shift 1,MOLD830,Core Puller,29.3,0.23,0.178,0.185,Pass,Severe,Yes,Fail,Needs Reapply,Fail
2025-07-20,Shift 2,MOLD700,Core Puller,98.4,0.86,0.087,0.076,Pass,Moderate,No,Pass,Good,Fail
2025-07-20,Shift 2,MOLD932,Vent Groove,79.8,0.49,0.178,0.183,Fail,Severe,Yes,Pass,Dry,Fail
2025-07-20,Shift 2,MOLD782,Runner Channel,20.6,0.1,0.119,0.019,Pass,None,No,Pass,Good,Pass
2025-07-21,Shift 1,MOLD388,Guide Bushing,96.8,0.34,0.232,0.055,Fail,Moderate,Yes,Pass,Needs Reapply,Fail
2025-07-21,Shift 1,MOLD666,Ejector Plate,9.7,0.13,0.23,0.031,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-07-21,Shift 1,MOLD272,Cavity Plate,84.3,1.1,0.297,0.051,Pass,None,Yes,Fail,Needs Reapply,Fail
2025-07-21,Shift 2,MOLD674,Clamp Plate,85.4,0.86,0.095,0.098,Fail,Minor,Yes,Pass,Needs Reapply,Fail
2025-07-21,Shift 2,MOLD610,Guide Bushing,38.2,0.92,0.118,0.119,Pass,None,Yes,Fail,Dry,Pass
2025-07-21,Shift 2,MOLD600,Ejector Pins,31.3,0.53,0.221,0.118,Fail,Minor,Yes,Fail,Dry,Pass
2025-07-22,Shift 1,MOLD110,Core Puller,68.4,0.4,0.346,0.126,Pass,Minor,Yes,Pass,Needs Reapply,Pass
2025-07-22,Shift 1,MOLD587,Guide Bushing,92.5,0.93,0.239,0.165,Fail,Moderate,No,Pass,Dry,Fail
2025-07-22,Shift 1,MOLD564,Core Plate,96.1,0.27,0.19,0.091,Fail,Severe,Yes,Pass,Good,Fail
2025-07-22,Shift 2,MOLD634,Gate Insert,30.8,0.61,0.411,0.182,Pass,Severe,No,Pass,Dry,Fail
2025-07-22,Shift 2,MOLD873,Cooling Channel,10.6,0.57,0.437,0.053,Fail,Severe,No,Pass,Needs Reapply,Pass
2025-07-22,Shift 2,MOLD892,Clamp Plate,74.0,1.0,0.015,0.08,Pass,Minor,Yes,Fail,Good,Pass
2025-07-23,Shift 1,MOLD653,Guide Pin,23.9,0.67,0.097,0.089,Pass,None,No,Pass,Good,Pass
2025-07-23,Shift 1,MOLD665,Lifter,77.0,0.98,0.051,0.124,Pass,Minor,No,Fail,Dry,Pass
2025-07-23,Shift 1,MOLD782,Runner Channel,4.2,0.17,0.447,0.132,Pass,Moderate,No,Pass,Good,Pass
2025-07-23,Shift 2,MOLD653,Guide Pin,23.9,0.67,0.097,0.089,Pass,None,No,Pass,Good,Pass
2025-07-23,Shift 2,MOLD819,Guide Bushing,45.1,1.06,0.316,0.078,Fail,Minor,Yes,Fail,Good,Fail
2025-07-23,Shift 2,MOLD303,Lifter,79.8,0.78,0.204,0.115,Pass,Moderate,No,Pass,Good,Pass
2025-07-24,Shift 1,MOLD254,Clamp Plate,12.4,0.12,0.305,0.114,Pass,Minor,No,Pass,Dry,Pass
2025-07-24,Shift 1,MOLD692,Guide Pin,96.5,0.49,0.014,0.111,Fail,Minor,No,Pass,Dry,Fail
2025-07-24,Shift 1,MOLD148,Gate Insert,27.1,0.88,0.073,0.071,Fail,None,Yes,Fail,Good,Pass
2025-07-24,Shift 2,MOLD267,Cooling Channel,88.8,0.25,0.341,0.052,Fail,Severe,No,Pass,Dry,Fail
2025-07-24,Shift 2,MOLD208,Support Pillar,84.4,0.8,0.024,0.123,Fail,Severe,No,Fail,Dry,Fail
2025-07-24,Shift 2,MOLD862,Ejector Pins,19.3,0.77,0.229,0.112,Pass,Severe,No,Pass,Needs Reapply,Pass
2025-07-25,Shift 1,MOLD414,Cooling Channel,25.5,1.19,0.39,0.044,Pass,Severe,No,Fail,Good,Fail
2025-07-25,Shift 1,MOLD971,Vent Groove,39.0,1.07,0.291,0.089,Fail,Severe,Yes,Fail,Needs Reapply,Fail
2025-07-25,Shift 1,MOLD608,Core Plate,42.0,0.39,0.091,0.11,Pass,Minor,No,Fail,Dry,Pass
2025-07-25,Shift 2,MOLD317,Support Pillar,35.8,0.62,0.25,0.038,Fail,Moderate,No,Fail,Dry,Pass
2025-07-25,Shift 2,MOLD752,Sprue Bushing,15.9,1.18,0.221,0.181,Fail,Moderate,Yes,Pass,Good,Fail
2025-07-25,Shift 2,MOLD207,Ejector Plate,14.3,0.42,0.421,0.141,Fail,Severe,No,Fail,Needs Reapply,Pass
2025-07-26,Shift 1,MOLD521,Ejector Pins,57.7,0.42,0.324,0.05,Fail,Severe,Yes,Fail,Good,Pass
2025-07-26,Shift 1,MOLD164,Core Plate,34.2,0.94,0.356,0.181,Pass,Moderate,Yes,Fail,Good,Fail
2025-07-26,Shift 1,MOLD189,Vent Groove,64.0,0.79,0.295,0.138,Fail,Moderate,Yes,Pass,Good,Pass
2025-07-26,Shift 2,MOLD381,Guide Pin,54.4,0.18,0.093,0.158,Pass,Severe,No,Pass,Needs Reapply,Fail
2025-07-26,Shift 2,MOLD998,Hot Runner Manifold,30.2,0.86,0.215,0.025,Pass,Moderate,No,Fail,Dry,Pass
2025-07-26,Shift 2,MOLD709,Runner Channel,25.9,0.69,0.313,0.016,Fail,Moderate,Yes,Fail,Good,Pass
2025-07-27,Shift 1,MOLD587,Guide Bushing,92.5,0.93,0.239,0.165,Fail,Moderate,No,Pass,Dry,Fail
2025-07-27,Shift 1,MOLD521,Ejector Pins,57.7,0.42,0.324,0.05,Fail,Severe,Yes,Fail,Good,Pass
2025-07-27,Shift 1,MOLD150,Guide Pin,18.8,0.84,0.379,0.146,Fail,Moderate,Yes,Fail,Needs Reapply,Pass
2025-07-27,Shift 2,MOLD231,Guide Pin,7.8,0.22,0.293,0.108,Pass,Severe,Yes,Fail,Dry,Pass
2025-07-27,Shift 2,MOLD609,Guide Bushing,53.7,1.02,0.233,0.189,Fail,None,Yes,Fail,Good,Fail
2025-07-27,Shift 2,MOLD473,Hot Runner Manifold,62.6,0.41,0.103,0.098,Fail,Moderate,Yes,Fail,Needs Reapply,Pass
2025-07-28,Shift 1,MOLD528,Gate Insert,92.6,0.78,0.373,0.091,Fail,Minor,Yes,Pass,Dry,Fail
2025-07-28,Shift 1,MOLD102,Gate Insert,50.6,0.43,0.033,0.099,Fail,None,No,Fail,Dry,Pass
2025-07-28,Shift 1,MOLD189,Support Pillar,30.6,0.99,0.455,0.043,Pass,Minor,Yes,Pass,Needs Reapply,Pass
2025-07-28,Shift 2,MOLD507,Vent Groove,37.7,0.65,0.023,0.176,Fail,Severe,Yes,Pass,Dry,Fail
2025-07-28,Shift 2,MOLD896,Guide Bushing,45.1,0.41,0.363,0.082,Fail,None,Yes,Fail,Good,Pass
2025-07-28,Shift 2,MOLD686,Sprue Bushing,32.6,0.68,0.465,0.047,Pass,None,Yes,Pass,Good,Pass
2025-07-29,Shift 1,MOLD883,Guide Bushing,95.6,1.07,0.264,0.147,Pass,Severe,Yes,Pass,Dry,Fail
2025-07-29,Shift 1,MOLD336,Guide Bushing,68.8,0.59,0.342,0.062,Fail,Minor,No,Pass,Good,Pass
2025-07-29,Shift 1,MOLD539,Core Plate,13.8,0.44,0.207,0.057,Fail,None,No,Fail,Good,Pass
2025-07-29,Shift 2,MOLD819,Clamp Plate,80.9,0.37,0.121,0.053,Fail,Severe,Yes,Fail,Dry,Fail
2025-07-29,Shift 2,MOLD433,Cavity Plate,69.7,0.22,0.148,0.192,Fail,Severe,No,Fail,Dry,Fail
2025-07-29,Shift 2,MOLD424,Ejector Pins,63.2,1.07,0.481,0.103,Fail,Moderate,Yes,Pass,Needs Reapply,Fail
2025-07-30,Shift 1,MOLD575,Slide Unit,55.1,1.0,0.23,0.146,Fail,None,No,Pass,Dry,Pass
2025-07-30,Shift 1,MOLD566,Lifter,3.4,0.81,0.406,0.152,Fail,None,No,Fail,Needs Reapply,Fail
2025-07-30,Shift 1,MOLD271,Sprue Bushing,33.9,0.55,0.477,0.17,Fail,Severe,Yes,Pass,Dry,Fail
2025-07-30,Shift 2,MOLD365,Support Pillar,67.5,1.17,0.421,0.155,Pass,Minor,Yes,Fail,Needs Reapply,Fail
2025-07-30,Shift 2,MOLD110,Core Puller,68.4,0.4,0.346,0.126,Pass,Minor,Yes,Pass,Needs Reapply,Pass
2025-07-30,Shift 2,MOLD388,Guide Bushing,96.8,0.34,0.232,0.055,Fail,Moderate,Yes,Pass,Needs Reapply,Fail
2025-07-31,Shift 1,MOLD124,Support Pillar,11.1,0.74,0.056,0.147,Pass,None,Yes,Pass,Good,Pass
2025-07-31,Shift 1,MOLD503,Guide Pin,38.1,1.07,0.338,0.157,Fail,Moderate,Yes,Fail,Needs Reapply,Fail
2025-07-31,Shift 1,MOLD271,Sprue Bushing,33.9,0.55,0.477,0.17,Fail,Severe,Yes,Pass,Dry,Fail
2025-07-31,Shift 2,MOLD397,Gate Insert,4.9,1.13,0.348,0.196,Pass,Minor,Yes,Pass,Dry,Fail
2025-07-31,Shift 2,MOLD871,Ejector Pins,88.1,0.8,0.376,0.139,Fail,Severe,Yes,Pass,Needs Reapply,Fail
2025-07-31,Shift 2,MOLD678,Cavity Plate,23.5,0.74,0.179,0.064,Pass,Severe,Yes,Pass,Dry,Pass
2025-08-01,Shift 1,MOLD379,Core Plate,64.9,0.82,0.102,0.05,Pass,Minor,Yes,Fail,Dry,Pass
2025-08-01,Shift 1,MOLD528,Gate Insert,92.6,0.78,0.373,0.091,Fail,Minor,Yes,Pass,Dry,Fail
2025-08-01,Shift 1,MOLD226,Cavity Plate,3.3,0.35,0.046,0.176,Pass,None,Yes,Pass,Dry,Fail
2025-08-01,Shift 2,MOLD252,Support Pillar,33.5,0.95,0.183,0.023,Fail,Minor,No,Fail,Needs Reapply,Pass
2025-08-01,Shift 2,MOLD584,Ejector Plate,62.1,0.98,0.445,0.024,Pass,None,Yes,Fail,Needs Reapply,Pass
2025-08-01,Shift 2,MOLD955,Lifter,15.6,0.63,0.187,0.068,Pass,None,Yes,Pass,Good,Pass
2025-08-02,Shift 1,MOLD845,Core Puller,99.9,0.25,0.332,0.131,Fail,Severe,No,Pass,Dry,Fail
2025-08-02,Shift 1,MOLD179,Vent Groove,69.5,1.19,0.435,0.077,Fail,Minor,No,Fail,Good,Fail
2025-08-02,Shift 1,MOLD875,Sprue Bushing,28.4,0.45,0.45,0.051,Pass,None,Yes,Pass,Needs Reapply,Pass
2025-08-02,Shift 2,MOLD803,Runner Channel,89.3,1.15,0.152,0.175,Fail,Minor,Yes,Pass,Dry,Fail
2025-08-02,Shift 2,MOLD996,Sprue Bushing,14.4,0.16,0.263,0.065,Pass,Minor,No,Fail,Dry,Pass
2025-08-02,Shift 2,MOLD793,Ejector Plate,14.8,0.66,0.095,0.174,Fail,Severe,Yes,Fail,Dry,Fail
2025-08-03,Shift 1,MOLD860,Ejector Pins,76.1,0.71,0.036,0.188,Fail,Severe,Yes,Fail,Good,Fail
2025-08-03,Shift 1,MOLD268,Sprue Bushing,11.9,0.12,0.355,0.168,Pass,Moderate,No,Pass,Needs Reapply,Fail
2025-08-03,Shift 1,MOLD191,Cooling Channel,74.0,0.75,0.387,0.034,Pass,None,Yes,Fail,Dry,Pass
2025-08-03,Shift 2,MOLD923,Sprue Bushing,36.8,1.0,0.195,0.018,Fail,Moderate,Yes,Pass,Needs Reapply,Pass
2025-08-03,Shift 2,MOLD505,Slide Unit,21.2,1.03,0.332,0.015,Pass,Moderate,No,Fail,Needs Reapply,Fail
2025-08-03,Shift 2,MOLD996,Sprue Bushing,14.4,0.16,0.263,0.065,Pass,Minor,No,Fail,Dry,Pass
2025-08-04,Shift 1,MOLD855,Runner Channel,48.8,0.64,0.097,0.028,Pass,Moderate,No,Pass,Dry,Pass
2025-08-04,Shift 1,MOLD821,Vent Groove,33.5,1.14,0.262,0.19,Fail,Severe,Yes,Pass,Good,Fail
2025-08-04,Shift 1,MOLD679,Lifter,86.3,1.12,0.273,0.125,Fail,None,No,Fail,Good,Fail
2025-08-04,Shift 2,MOLD896,Guide Bushing,45.1,0.41,0.363,0.082,Fail,None,Yes,Fail,Good,Pass
2025-08-04,Shift 2,MOLD113,Vent Groove,23.1,0.52,0.073,0.106,Fail,None,No,Fail,Needs Reapply,Pass
2025-08-04,Shift 2,MOLD877,Cooling Channel,78.6,0.63,0.415,0.052,Pass,None,No,Pass,Dry,Pass
2025-08-05,Shift 1,MOLD191,Cooling Channel,27.2,0.21,0.362,0.117,Fail,Moderate,No,Pass,Good,Pass
2025-08-05,Shift 1,MOLD410,Ejector Pins,37.7,1.01,0.163,0.023,Pass,Severe,No,Fail,Dry,Fail
2025-08-05,Shift 1,MOLD609,Guide Bushing,53.7,1.02,0.233,0.189,Fail,None,Yes,Fail,Good,Fail
2025-08-05,Shift 2,MOLD941,Ejector Plate,64.5,1.16,0.414,0.109,Fail,None,Yes,Fail,Good,Fail
2025-08-05,Shift 2,MOLD709,Runner Channel,25.9,0.69,0.313,0.016,Fail,Moderate,Yes,Fail,Good,Pass
2025-08-05,Shift 2,MOLD973,Sprue Bushing,74.3,0.57,0.185,0.058,Fail,None,No,Fail,Good,Pass
2025-08-06,Shift 1,MOLD669,Clamp Plate,9.7,0.1,0.055,0.115,Pass,Minor,No,Fail,Good,Pass
2025-08-06,Shift 1,MOLD433,Cavity Plate,69.7,0.22,0.148,0.192,Fail,Severe,No,Fail,Dry,Fail
2025-08-06,Shift 1,MOLD800,Ejector Pins,51.4,1.15,0.225,0.023,Pass,Minor,Yes,Pass,Good,Fail
2025-08-06,Shift 2,MOLD998,Gate Insert,76.9,1.05,0.211,0.083,Fail,Minor,No,Pass,Needs Reapply,Fail
2025-08-06,Shift 2,MOLD416,Lifter,100.0,1.07,0.43,0.078,Fail,Minor,Yes,Pass,Dry,Fail
