Date,Shift,Batch ID,Model,Dashboard Type,Display Resolution,Backlight Brightness (nits),Touch Screen Sensitivity (ms),Button Press Response (ms),Wiring Harness Check,CAN Bus Signal Integrity,Boot Time (sec),Software Version,Warning Light Cycle OK,Touch Calibration Status,Tested RPM Reading,Tested Speed Reading (km/h),Tested Fuel Level (%),Tester ID,Pass/Fail
2025-06-14,Shift 2,DASH1447,Camry,Hybrid,1024x600,224.6,35.33,22.33,Pass,Pass,6.24,v1.27.1,Yes,Not Calibrated,5666.0,74.0,4.1,EMP865,Pass
2025-06-14,Shift 2,DASH1389,Camry,Analog,800x480,396.3,26.56,36.75,Fail,Pass,7.51,v1.27.1,No,Not Calibrated,1179.0,107.0,91.5,EMP516,Pass
2025-06-15,Shift 1,DASH8696,Yaris,Digital,1280x720,431.1,48.37,26.14,Pass,Fail,7.18,v1.26.0,Yes,Not Calibrated,6390.0,78.0,33.2,EMP188,Pass
2025-06-15,Shift 1,DASH3356,Yaris,Analog,1280x720,387.4,44.26,29.12,Pass,Pass,5.73,v1.27.1,No,Calibrated,6844.0,26.0,59.4,EMP675,Pass
2025-06-15,Shift 1,DASH5130,RAV4,Hybrid,800x480,453.0,37.08,26.81,Fail,Fail,4.98,v1.26.0,No,Not Calibrated,981.0,97.0,76.7,EMP448,Pass
2025-06-15,Shift 2,DASH8786,Tacoma,Hybrid,1024x600,369.7,47.75,14.63,Pass,Fail,7.75,v1.27.1,No,Not Calibrated,6958.0,83.0,45.0,EMP107,Pass
2025-06-15,Shift 2,DASH8020,RAV4,Hybrid,1024x600,232.8,40.67,13.01,Pass,Fail,4.54,v1.25.3,Yes,Not Calibrated,4642.0,63.0,15.9,EMP398,Pass
2025-06-15,Shift 2,DASH3550,Yaris,Hybrid,1024x600,327.9,12.56,32.33,Pass,Fail,5.35,v1.24.7,No,Calibrated,2547.0,175.0,39.1,EMP115,Pass
2025-06-16,Shift 1,DASH1593,Tacoma,Analog,1280x720,226.4,49.56,28.59,Pass,Pass,8.18,v1.25.3,No,Calibrated,5312.0,50.0,90.5,EMP362,Pass
2025-06-16,Shift 1,DASH8730,Corolla,Digital,800x480,203.5,27.58,28.25,Pass,Pass,2.93,v1.25.3,No,Calibrated,5701.0,56.0,13.5,EMP256,Pass
2025-06-16,Shift 1,DASH6761,RAV4,Digital,1280x720,202.9,45.69,23.75,Fail,Pass,7.49,v1.25.3,Yes,Not Calibrated,2639.0,9.0,39.9,EMP857,Pass
2025-06-16,Shift 2,DASH5055,Camry,Analog,1280x720,408.5,26.57,14.94,Pass,Fail,2.3,v1.25.3,No,Calibrated,5560.0,58.0,87.0,EMP536,Pass
2025-06-16,Shift 2,DASH1980,Camry,Analog,800x480,392.1,48.37,13.78,Fail,Pass,5.2,v1.25.3,No,Calibrated,5877.0,35.0,47.3,EMP406,Pass
2025-06-16,Shift 2,DASH8313,Highlander,Hybrid,1024x600,399.6,10.09,14.64,Fail,Fail,6.88,v1.26.0,No,Calibrated,6659.0,0.0,22.6,EMP790,Pass
2025-06-17,Shift 1,DASH9080,RAV4,Hybrid,800x480,292.6,18.14,26.61,Fail,Fail,5.5,v1.27.1,Yes,Not Calibrated,1869.0,230.0,74.1,EMP860,Pass
2025-06-17,Shift 1,DASH8028,RAV4,Digital,1280x720,430.7,31.59,35.05,Fail,Pass,9.74,v1.27.1,Yes,Calibrated,6800.0,9.0,24.4,EMP720,Pass
2025-06-17,Shift 1,DASH5055,Camry,Analog,1280x720,408.5,26.57,14.94,Pass,Fail,2.3,v1.25.3,No,Calibrated,5560.0,58.0,87.0,EMP536,Pass
2025-06-17,Shift 2,DASH8894,Yaris,Digital,1024x600,282.8,15.05,38.19,Pass,Fail,7.06,v1.26.0,No,Calibrated,1628.0,175.0,58.4,EMP342,Pass
2025-06-17,Shift 2,DASH4167,Camry,Digital,1280x720,242.4,38.07,36.56,Pass,Pass,2.95,v1.24.7,Yes,Not Calibrated,1301.0,95.0,64.7,EMP462,Pass
2025-06-17,Shift 2,DASH2182,Tacoma,Analog,800x480,405.1,20.56,39.93,Pass,Pass,7.18,v1.24.7,No,Not Calibrated,807.0,151.0,17.3,EMP462,Pass
2025-06-18,Shift 1,DASH9703,Corolla,Hybrid,800x480,490.4,35.33,39.59,Fail,Fail,6.24,v1.25.3,No,Calibrated,5924.0,112.0,46.0,EMP557,Pass
2025-06-18,Shift 1,DASH1588,Corolla,Analog,1024x600,469.8,41.21,36.7,Pass,Pass,7.51,v1.24.7,No,Calibrated,1580.0,218.0,32.2,EMP379,Pass
2025-06-18,Shift 1,DASH5520,Camry,Digital,1024x600,400.8,33.91,26.53,Pass,Fail,6.03,v1.27.1,No,Not Calibrated,1243.0,15.0,43.6,EMP509,Pass
2025-06-18,Shift 2,DASH3956,Tacoma,Digital,1024x600,347.0,11.92,21.91,Fail,Pass,5.63,v1.26.0,No,Not Calibrated,6663.0,151.0,16.1,EMP728,Fail
2025-06-18,Shift 2,DASH6392,RAV4,Hybrid,800x480,426.1,48.8,37.34,Fail,Fail,6.09,v1.25.3,Yes,Not Calibrated,2608.0,218.0,38.8,EMP908,Pass
2025-06-18,Shift 2,DASH6320,RAV4,Analog,1280x720,212.7,17.73,33.41,Pass,Fail,7.96,v1.25.3,Yes,Not Calibrated,6873.0,177.0,70.8,EMP491,Pass
2025-06-19,Shift 1,DASH1389,Camry,Analog,800x480,396.3,26.56,36.75,Fail,Pass,7.51,v1.27.1,No,Not Calibrated,1179.0,107.0,91.5,EMP516,Pass
2025-06-19,Shift 1,DASH9191,RAV4,Digital,800x480,200.5,46.32,15.94,Fail,Fail,5.71,v1.24.7,No,Not Calibrated,2675.0,92.0,86.7,EMP451,Pass
2025-06-19,Shift 1,DASH8875,Corolla,Analog,1024x600,311.6,32.1,39.86,Fail,Fail,3.19,v1.26.0,Yes,Calibrated,5765.0,158.0,25.2,EMP272,Pass
2025-06-19,Shift 2,DASH7936,Corolla,Analog,1280x720,210.7,35.12,16.22,Fail,Fail,7.34,v1.24.7,No,Calibrated,1695.0,100.0,86.2,EMP970,Pass
2025-06-19,Shift 2,DASH7396,Highlander,Digital,1280x720,395.6,21.22,36.83,Fail,Pass,9.94,v1.27.1,No,Not Calibrated,3785.0,155.0,44.3,EMP122,Pass
2025-06-19,Shift 2,DASH7936,Corolla,Analog,1280x720,210.7,35.12,16.22,Fail,Fail,7.34,v1.24.7,No,Calibrated,1695.0,100.0,86.2,EMP970,Pass
2025-06-20,Shift 1,DASH3763,RAV4,Analog,1280x720,211.1,24.3,24.91,Fail,Pass,6.28,v1.27.1,No,Calibrated,1958.0,129.0,39.8,EMP132,Pass
2025-06-20,Shift 1,DASH6297,Corolla,Hybrid,1024x600,290.1,13.14,20.1,Pass,Fail,7.51,v1.25.3,No,Calibrated,6193.0,91.0,38.6,EMP499,Pass
2025-06-20,Shift 1,DASH1447,Camry,Hybrid,1024x600,224.6,35.33,22.33,Pass,Pass,6.24,v1.27.1,Yes,Not Calibrated,5666.0,74.0,4.1,EMP865,Pass
2025-06-20,Shift 2,DASH4361,RAV4,Analog,800x480,308.4,34.31,27.48,Pass,Fail,7.97,v1.25.3,Yes,Calibrated,1759.0,141.0,35.9,EMP900,Pass
2025-06-20,Shift 2,DASH9208,Yaris,Digital,1280x720,272.2,36.93,33.33,Fail,Pass,4.82,v1.24.7,Yes,Calibrated,5697.0,22.0,46.0,EMP119,Fail
2025-06-20,Shift 2,DASH9739,RAV4,Digital,1280x720,263.5,45.72,18.26,Pass,Fail,8.84,v1.27.1,No,Not Calibrated,3299.0,71.0,77.4,EMP661,Pass
2025-06-21,Shift 1,DASH3049,Tacoma,Digital,800x480,203.4,10.17,36.03,Fail,Pass,9.64,v1.27.1,No,Not Calibrated,2977.0,83.0,11.5,EMP612,Pass
2025-06-21,Shift 1,DASH1226,Yaris,Analog,800x480,212.5,36.53,28.76,Fail,Fail,7.54,v1.25.3,No,Calibrated,5632.0,114.0,40.9,EMP850,Pass
2025-06-21,Shift 1,DASH2674,Highlander,Digital,1280x720,347.3,33.17,24.9,Fail,Pass,4.76,v1.27.1,Yes,Not Calibrated,6332.0,75.0,72.9,EMP362,Pass
2025-06-21,Shift 2,DASH4063,Camry,Digital,1280x720,260.2,36.5,31.77,Fail,Pass,9.19,v1.25.3,No,Not Calibrated,5037.0,47.0,87.3,EMP634,Pass
2025-06-21,Shift 2,DASH4361,RAV4,Analog,800x480,308.4,34.31,27.48,Pass,Fail,7.97,v1.25.3,Yes,Calibrated,1759.0,141.0,35.9,EMP900,Pass
2025-06-21,Shift 2,DASH4786,Camry,Hybrid,800x480,447.9,14.73,25.53,Fail,Pass,9.64,v1.25.3,Yes,Calibrated,1117.0,227.0,26.3,EMP725,Pass
2025-06-22,Shift 1,DASH1593,Tacoma,Analog,1280x720,226.4,49.56,28.59,Pass,Pass,8.18,v1.25.3,No,Calibrated,5312.0,50.0,90.5,EMP362,Pass
2025-06-22,Shift 1,DASH2916,Yaris,Hybrid,800x480,396.6,47.5,31.59,Fail,Pass,5.72,v1.24.7,No,Calibrated,1070.0,159.0,33.2,EMP468,Pass
2025-06-22,Shift 1,DASH7976,Yaris,Digital,1024x600,455.3,45.05,18.25,Fail,Pass,2.69,v1.25.3,Yes,Calibrated,6383.0,102.0,26.9,EMP878,Pass
2025-06-22,Shift 2,DASH3225,Tacoma,Digital,1024x600,438.4,13.18,20.06,Fail,Fail,3.97,v1.26.0,Yes,Not Calibrated,6081.0,125.0,49.8,EMP342,Pass
2025-06-22,Shift 2,DASH6182,Corolla,Hybrid,800x480,359.8,48.47,32.91,Pass,Fail,6.8,v1.27.1,No,Not Calibrated,5172.0,11.0,20.1,EMP763,Pass
2025-06-22,Shift 2,DASH8772,Camry,Hybrid,1024x600,316.1,29.34,19.44,Fail,Pass,6.0,v1.25.3,No,Not Calibrated,6405.0,166.0,12.7,EMP607,Pass
2025-06-23,Shift 1,DASH2953,Corolla,Digital,1024x600,468.8,38.1,23.51,Fail,Pass,9.96,v1.25.3,No,Not Calibrated,830.0,139.0,70.3,EMP465,Pass
2025-06-23,Shift 1,DASH9666,Yaris,Digital,1280x720,495.7,24.49,12.97,Pass,Fail,2.24,v1.27.1,Yes,Not Calibrated,5587.0,67.0,31.3,EMP566,Pass
2025-06-23,Shift 1,DASH3049,Tacoma,Digital,800x480,203.4,10.17,36.03,Fail,Pass,9.64,v1.27.1,No,Not Calibrated,2977.0,83.0,11.5,EMP612,Pass
2025-06-23,Shift 2,DASH4167,Camry,Digital,1280x720,242.4,38.07,36.56,Pass,Pass,2.95,v1.24.7,Yes,Not Calibrated,1301.0,95.0,64.7,EMP462,Pass
2025-06-23,Shift 2,DASH8511,Corolla,Hybrid,1280x720,211.9,42.63,32.85,Fail,Fail,2.55,v1.25.3,Yes,Not Calibrated,5889.0,161.0,59.1,EMP218,Pass
2025-06-23,Shift 2,DASH9208,Yaris,Digital,1280x720,272.2,36.93,33.33,Fail,Pass,4.82,v1.24.7,Yes,Calibrated,5697.0,22.0,46.0,EMP119,Fail
2025-06-24,Shift 1,DASH9392,RAV4,Digital,800x480,344.2,37.95,16.5,Pass,Pass,7.15,v1.25.3,No,Not Calibrated,1135.0,105.0,34.9,EMP957,Pass
2025-06-24,Shift 1,DASH8772,Camry,Hybrid,1024x600,316.1,29.34,19.44,Fail,Pass,6.0,v1.25.3,No,Not Calibrated,6405.0,166.0,12.7,EMP607,Pass
2025-06-24,Shift 1,DASH2180,Camry,Hybrid,1280x720,305.9,27.45,24.17,Pass,Pass,8.78,v1.25.3,Yes,Calibrated,984.0,96.0,84.6,EMP968,Pass
2025-06-24,Shift 2,DASH2327,Camry,Digital,1280x720,461.7,41.91,29.69,Pass,Fail,4.79,v1.25.3,No,Calibrated,1311.0,158.0,5.5,EMP709,Pass
2025-06-24,Shift 2,DASH1731,Camry,Digital,1024x600,297.4,44.28,36.77,Pass,Fail,5.3,v1.25.3,Yes,Not Calibrated,4170.0,127.0,60.6,EMP290,Pass
2025-06-24,Shift 2,DASH3956,Tacoma,Digital,1024x600,347.0,11.92,21.91,Fail,Pass,5.63,v1.26.0,No,Not Calibrated,6663.0,151.0,16.1,EMP728,Fail
2025-06-25,Shift 1,DASH7396,Highlander,Digital,1280x720,395.6,21.22,36.83,Fail,Pass,9.94,v1.27.1,No,Not Calibrated,3785.0,155.0,44.3,EMP122,Pass
2025-06-25,Shift 1,DASH7488,Highlander,Digital,1280x720,493.7,19.64,36.85,Fail,Fail,4.94,v1.25.3,No,Not Calibrated,1393.0,50.0,7.5,EMP411,Pass
2025-06-25,Shift 1,DASH4301,Tacoma,Analog,800x480,366.6,46.49,32.18,Pass,Pass,6.38,v1.26.0,No,Not Calibrated,3419.0,119.0,1.4,EMP958,Pass
2025-06-25,Shift 2,DASH7518,RAV4,Analog,800x480,335.0,31.2,25.93,Fail,Fail,7.96,v1.24.7,Yes,Calibrated,6678.0,93.0,26.5,EMP181,Pass
2025-06-25,Shift 2,DASH1579,Corolla,Analog,1024x600,389.0,10.65,14.36,Fail,Pass,8.62,v1.26.0,No,Calibrated,6799.0,80.0,75.8,EMP642,Pass
2025-06-25,Shift 2,DASH1226,Yaris,Analog,800x480,212.5,36.53,28.76,Fail,Fail,7.54,v1.25.3,No,Calibrated,5632.0,114.0,40.9,EMP850,Pass
2025-06-26,Shift 1,DASH2162,Corolla,Digital,800x480,342.1,49.39,25.94,Fail,Fail,2.65,v1.25.3,No,Not Calibrated,2435.0,235.0,66.0,EMP303,Pass
2025-06-26,Shift 1,DASH7098,Highlander,Hybrid,1280x720,376.6,39.7,16.77,Pass,Pass,8.97,v1.26.0,Yes,Not Calibrated,6762.0,104.0,22.5,EMP358,Pass
2025-06-26,Shift 1,DASH7194,Camry,Hybrid,1280x720,281.9,28.85,17.6,Fail,Pass,7.22,v1.27.1,No,Calibrated,3292.0,152.0,14.8,EMP870,Pass
2025-06-26,Shift 2,DASH2953,Corolla,Digital,1024x600,468.8,38.1,23.51,Fail,Pass,9.96,v1.25.3,No,Not Calibrated,830.0,139.0,70.3,EMP465,Pass
2025-06-26,Shift 2,DASH8028,RAV4,Digital,1280x720,430.7,31.59,35.05,Fail,Pass,9.74,v1.27.1,Yes,Calibrated,6800.0,9.0,24.4,EMP720,Pass
2025-06-26,Shift 2,DASH9282,Yaris,Hybrid,1024x600,304.8,14.42,12.0,Fail,Fail,5.99,v1.24.7,No,Not Calibrated,1103.0,62.0,94.8,EMP271,Pass
2025-06-27,Shift 1,DASH6293,Yaris,Hybrid,1024x600,298.5,33.1,37.73,Fail,Pass,3.35,v1.26.0,Yes,Calibrated,3230.0,50.0,79.7,EMP657,Pass
2025-06-27,Shift 1,DASH9392,RAV4,Digital,800x480,344.2,37.95,16.5,Pass,Pass,7.15,v1.25.3,No,Not Calibrated,1135.0,105.0,34.9,EMP957,Pass
2025-06-27,Shift 1,DASH3480,Camry,Digital,1280x720,294.1,25.07,30.99,Pass,Pass,4.78,v1.26.0,Yes,Calibrated,1067.0,46.0,37.8,EMP433,Pass
2025-06-27,Shift 2,DASH7313,Camry,Hybrid,1024x600,455.4,32.74,20.9,Fail,Pass,8.21,v1.27.1,Yes,Calibrated,5650.0,151.0,7.4,EMP533,Pass
2025-06-27,Shift 2,DASH3741,Yaris,Hybrid,1280x720,499.0,38.13,39.58,Fail,Fail,6.66,v1.27.1,No,Calibrated,735.0,214.0,22.5,EMP675,Pass
2025-06-27,Shift 2,DASH7120,Corolla,Digital,1280x720,457.3,34.72,28.75,Pass,Fail,7.73,v1.25.3,No,Not Calibrated,6597.0,149.0,63.5,EMP664,Pass
2025-06-28,Shift 1,DASH4678,Tacoma,Analog,1280x720,268.9,44.42,17.39,Fail,Fail,4.48,v1.25.3,Yes,Calibrated,2283.0,9.0,99.5,EMP253,Pass
2025-06-28,Shift 1,DASH2040,Yaris,Analog,1280x720,468.4,25.09,11.76,Fail,Pass,3.03,v1.27.1,No,Calibrated,1017.0,103.0,5.1,EMP637,Pass
2025-06-28,Shift 1,DASH1750,Yaris,Digital,1024x600,237.8,15.12,29.08,Fail,Fail,3.75,v1.25.3,Yes,Not Calibrated,1502.0,236.0,8.9,EMP394,Fail
2025-06-28,Shift 2,DASH9589,Camry,Digital,1280x720,404.1,16.48,23.96,Pass,Fail,4.65,v1.25.3,Yes,Not Calibrated,1770.0,130.0,38.5,EMP981,Pass
2025-06-28,Shift 2,DASH1959,Corolla,Hybrid,1024x600,204.5,40.86,39.35,Fail,Fail,6.33,v1.24.7,Yes,Not Calibrated,6241.0,64.0,97.4,EMP785,Pass
2025-06-28,Shift 2,DASH2953,Corolla,Digital,1024x600,468.8,38.1,23.51,Fail,Pass,9.96,v1.25.3,No,Not Calibrated,830.0,139.0,70.3,EMP465,Pass
2025-06-29,Shift 1,DASH7313,Camry,Hybrid,1024x600,455.4,32.74,20.9,Fail,Pass,8.21,v1.27.1,Yes,Calibrated,5650.0,151.0,7.4,EMP533,Pass
2025-06-29,Shift 1,DASH8565,RAV4,Digital,1024x600,298.8,15.87,34.68,Fail,Pass,5.8,v1.27.1,No,Calibrated,5935.0,212.0,59.5,EMP263,Pass
2025-06-29,Shift 1,DASH2674,Highlander,Digital,1280x720,347.3,33.17,24.9,Fail,Pass,4.76,v1.27.1,Yes,Not Calibrated,6332.0,75.0,72.9,EMP362,Pass
2025-06-29,Shift 2,DASH8894,Yaris,Digital,1024x600,282.8,15.05,38.19,Pass,Fail,7.06,v1.26.0,No,Calibrated,1628.0,175.0,58.4,EMP342,Pass
2025-06-29,Shift 2,DASH4570,RAV4,Hybrid,1024x600,465.9,34.42,31.51,Pass,Fail,6.57,v1.24.7,No,Not Calibrated,1456.0,152.0,97.6,EMP197,Pass
2025-06-29,Shift 2,DASH8493,Corolla,Digital,1280x720,333.0,17.72,26.46,Pass,Fail,6.68,v1.26.0,No,Not Calibrated,6350.0,183.0,6.8,EMP810,Pass
2025-06-30,Shift 1,DASH8696,Yaris,Digital,1280x720,431.1,48.37,26.14,Pass,Fail,7.18,v1.26.0,Yes,Not Calibrated,6390.0,78.0,33.2,EMP188,Pass
2025-06-30,Shift 1,DASH3942,Yaris,Digital,800x480,269.2,14.99,33.5,Pass,Pass,8.27,v1.25.3,Yes,Not Calibrated,4617.0,40.0,65.8,EMP928,Pass
2025-06-30,Shift 1,DASH2628,Corolla,Hybrid,1280x720,375.9,11.42,14.88,Pass,Pass,9.91,v1.27.1,No,Not Calibrated,5582.0,138.0,75.3,EMP913,Pass
2025-06-30,Shift 2,DASH6575,RAV4,Analog,1280x720,357.9,43.65,18.56,Fail,Pass,3.11,v1.25.3,No,Not Calibrated,2225.0,193.0,68.6,EMP313,Pass
2025-06-30,Shift 2,DASH2855,Yaris,Hybrid,1024x600,304.9,14.55,26.9,Fail,Pass,5.51,v1.24.7,Yes,Calibrated,3154.0,180.0,1.1,EMP451,Pass
2025-06-30,Shift 2,DASH8696,Yaris,Digital,1280x720,431.1,48.37,26.14,Pass,Fail,7.18,v1.26.0,Yes,Not Calibrated,6390.0,78.0,33.2,EMP188,Pass
2025-07-01,Shift 1,DASH6444,Camry,Digital,1024x600,326.4,21.22,32.61,Pass,Pass,4.63,v1.27.1,No,Not Calibrated,2610.0,223.0,97.2,EMP973,Pass
2025-07-01,Shift 1,DASH6293,Yaris,Hybrid,1024x600,298.5,33.1,37.73,Fail,Pass,3.35,v1.26.0,Yes,Calibrated,3230.0,50.0,79.7,EMP657,Pass
2025-07-01,Shift 1,DASH8916,Highlander,Hybrid,1280x720,431.4,25.28,32.41,Pass,Pass,2.15,v1.26.0,No,Not Calibrated,5403.0,63.0,88.0,EMP878,Fail
2025-07-01,Shift 2,DASH4361,RAV4,Analog,800x480,308.4,34.31,27.48,Pass,Fail,7.97,v1.25.3,Yes,Calibrated,1759.0,141.0,35.9,EMP900,Pass
2025-07-01,Shift 2,DASH8891,Camry,Analog,800x480,277.8,41.36,20.35,Pass,Pass,5.84,v1.24.7,No,Not Calibrated,818.0,141.0,67.8,EMP130,Pass
2025-07-01,Shift 2,DASH4666,Corolla,Hybrid,800x480,302.1,17.52,33.16,Pass,Pass,6.73,v1.25.3,No,Not Calibrated,1103.0,3.0,96.2,EMP912,Pass
2025-07-02,Shift 1,DASH2645,Tacoma,Digital,800x480,459.2,16.63,39.83,Fail,Pass,3.38,v1.24.7,No,Calibrated,4986.0,182.0,12.7,EMP623,Pass
2025-07-02,Shift 1,DASH6176,Tacoma,Digital,1024x600,441.0,47.58,35.72,Pass,Pass,5.11,v1.24.7,Yes,Not Calibrated,5096.0,14.0,23.7,EMP847,Pass
2025-07-02,Shift 1,DASH8493,Corolla,Digital,1280x720,333.0,17.72,26.46,Pass,Fail,6.68,v1.26.0,No,Not Calibrated,6350.0,183.0,6.8,EMP810,Pass
2025-07-02,Shift 2,DASH4666,Corolla,Hybrid,800x480,302.1,17.52,33.16,Pass,Pass,6.73,v1.25.3,No,Not Calibrated,1103.0,3.0,96.2,EMP912,Pass
2025-07-02,Shift 2,DASH2953,Corolla,Digital,1024x600,468.8,38.1,23.51,Fail,Pass,9.96,v1.25.3,No,Not Calibrated,830.0,139.0,70.3,EMP465,Pass
2025-07-02,Shift 2,DASH8607,Camry,Hybrid,1024x600,442.5,33.22,31.14,Fail,Fail,8.13,v1.27.1,Yes,Not Calibrated,2186.0,31.0,71.2,EMP771,Pass
2025-07-03,Shift 1,DASH2792,Highlander,Analog,1024x600,480.6,17.29,27.25,Pass,Pass,8.2,v1.25.3,Yes,Calibrated,2317.0,148.0,41.8,EMP733,Pass
2025-07-03,Shift 1,DASH7657,Highlander,Hybrid,1280x720,230.6,32.62,36.8,Pass,Pass,2.67,v1.25.3,No,Not Calibrated,2116.0,148.0,80.2,EMP202,Fail
2025-07-03,Shift 1,DASH7062,Yaris,Digital,800x480,307.1,43.01,11.29,Pass,Fail,9.05,v1.24.7,No,Calibrated,3467.0,216.0,18.8,EMP872,Pass
2025-07-03,Shift 2,DASH1579,Corolla,Analog,1024x600,389.0,10.65,14.36,Fail,Pass,8.62,v1.26.0,No,Calibrated,6799.0,80.0,75.8,EMP642,Pass
2025-07-03,Shift 2,DASH8607,Camry,Hybrid,1024x600,442.5,33.22,31.14,Fail,Fail,8.13,v1.27.1,Yes,Not Calibrated,2186.0,31.0,71.2,EMP771,Pass
2025-07-03,Shift 2,DASH8788,Tacoma,Hybrid,1280x720,256.9,33.76,38.84,Pass,Pass,3.11,v1.26.0,No,Calibrated,4030.0,167.0,93.0,EMP274,Pass
2025-07-04,Shift 1,DASH6293,Yaris,Hybrid,1024x600,298.5,33.1,37.73,Fail,Pass,3.35,v1.26.0,Yes,Calibrated,3230.0,50.0,79.7,EMP657,Pass
2025-07-04,Shift 1,DASH5614,Corolla,Digital,1280x720,203.8,47.44,17.79,Pass,Pass,8.53,v1.25.3,No,Not Calibrated,5108.0,71.0,86.1,EMP333,Pass
2025-07-04,Shift 1,DASH4063,Camry,Digital,1280x720,260.2,36.5,31.77,Fail,Pass,9.19,v1.25.3,No,Not Calibrated,5037.0,47.0,87.3,EMP634,Pass
2025-07-04,Shift 2,DASH1992,Corolla,Analog,1280x720,420.0,10.36,17.68,Fail,Fail,3.55,v1.27.1,No,Calibrated,3339.0,198.0,13.6,EMP136,Pass
2025-07-04,Shift 2,DASH2180,Camry,Hybrid,1280x720,305.9,27.45,24.17,Pass,Pass,8.78,v1.25.3,Yes,Calibrated,984.0,96.0,84.6,EMP968,Pass
2025-07-04,Shift 2,DASH6998,Corolla,Analog,1024x600,473.6,35.22,15.73,Pass,Pass,4.0,v1.24.7,Yes,Not Calibrated,1391.0,164.0,38.5,EMP922,Pass
2025-07-05,Shift 1,DASH1828,RAV4,Hybrid,1280x720,441.5,39.25,21.75,Fail,Fail,2.31,v1.25.3,Yes,Calibrated,918.0,219.0,45.5,EMP479,Pass
2025-07-05,Shift 1,DASH9392,RAV4,Digital,800x480,344.2,37.95,16.5,Pass,Pass,7.15,v1.25.3,No,Not Calibrated,1135.0,105.0,34.9,EMP957,Pass
2025-07-05,Shift 1,DASH4570,RAV4,Hybrid,1024x600,465.9,34.42,31.51,Pass,Fail,6.57,v1.24.7,No,Not Calibrated,1456.0,152.0,97.6,EMP197,Pass
2025-07-05,Shift 2,DASH1836,RAV4,Hybrid,800x480,355.8,11.33,35.85,Fail,Pass,2.34,v1.24.7,No,Calibrated,4414.0,122.0,66.7,EMP706,Pass
2025-07-05,Shift 2,DASH6856,Highlander,Hybrid,1280x720,370.4,35.33,24.87,Pass,Pass,3.46,v1.24.7,No,Calibrated,6715.0,86.0,68.5,EMP390,Pass
2025-07-05,Shift 2,DASH1393,Highlander,Analog,1024x600,253.9,45.62,16.71,Pass,Pass,7.99,v1.24.7,Yes,Not Calibrated,4497.0,42.0,81.0,EMP673,Pass
2025-07-06,Shift 1,DASH6444,Camry,Digital,1024x600,326.4,21.22,32.61,Pass,Pass,4.63,v1.27.1,No,Not Calibrated,2610.0,223.0,97.2,EMP973,Pass
2025-07-06,Shift 1,DASH6623,Highlander,Digital,800x480,267.4,30.77,29.68,Pass,Fail,5.0,v1.27.1,No,Calibrated,3127.0,107.0,95.3,EMP537,Pass
2025-07-06,Shift 1,DASH7255,Highlander,Hybrid,1024x600,317.8,38.01,24.69,Pass,Fail,3.24,v1.24.7,No,Not Calibrated,1134.0,75.0,68.4,EMP112,Pass
2025-07-06,Shift 2,DASH7396,Highlander,Digital,1280x720,395.6,21.22,36.83,Fail,Pass,9.94,v1.27.1,No,Not Calibrated,3785.0,155.0,44.3,EMP122,Pass
2025-07-06,Shift 2,DASH7936,Corolla,Analog,1280x720,210.7,35.12,16.22,Fail,Fail,7.34,v1.24.7,No,Calibrated,1695.0,100.0,86.2,EMP970,Pass
2025-07-06,Shift 2,DASH4098,Camry,Analog,1280x720,491.5,39.54,26.34,Fail,Fail,9.95,v1.27.1,No,Calibrated,3971.0,184.0,3.4,EMP558,Pass
2025-07-07,Shift 1,DASH9932,Camry,Analog,1024x600,294.2,31.73,18.95,Pass,Pass,2.91,v1.25.3,Yes,Not Calibrated,4611.0,120.0,7.6,EMP990,Pass
2025-07-07,Shift 1,DASH6392,RAV4,Hybrid,800x480,426.1,48.8,37.34,Fail,Fail,6.09,v1.25.3,Yes,Not Calibrated,2608.0,218.0,38.8,EMP908,Pass
2025-07-07,Shift 1,DASH4000,RAV4,Analog,1024x600,403.2,13.1,18.15,Fail,Fail,8.72,v1.25.3,No,Calibrated,5025.0,30.0,72.2,EMP936,Pass
2025-07-07,Shift 2,DASH3988,Highlander,Digital,1024x600,215.1,38.49,36.12,Fail,Fail,4.47,v1.26.0,Yes,Not Calibrated,1210.0,198.0,30.0,EMP356,Pass
2025-07-07,Shift 2,DASH4000,RAV4,Analog,1024x600,403.2,13.1,18.15,Fail,Fail,8.72,v1.25.3,No,Calibrated,5025.0,30.0,72.2,EMP936,Pass
2025-07-07,Shift 2,DASH2855,Yaris,Hybrid,1024x600,304.9,14.55,26.9,Fail,Pass,5.51,v1.24.7,Yes,Calibrated,3154.0,180.0,1.1,EMP451,Pass
2025-07-08,Shift 1,DASH1836,RAV4,Hybrid,800x480,355.8,11.33,35.85,Fail,Pass,2.34,v1.24.7,No,Calibrated,4414.0,122.0,66.7,EMP706,Pass
2025-07-08,Shift 1,DASH6761,RAV4,Digital,1280x720,202.9,45.69,23.75,Fail,Pass,7.49,v1.25.3,Yes,Not Calibrated,2639.0,9.0,39.9,EMP857,Pass
2025-07-08,Shift 1,DASH9690,Tacoma,Analog,800x480,352.8,23.0,20.44,Pass,Pass,6.93,v1.24.7,No,Calibrated,5680.0,208.0,97.1,EMP393,Pass
